measurementID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementMethod,measurementRemarks,eventID
NSH12S-20220511-S02,pH,6.4,NA,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S03,Conductivity,77,microS/cm,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S04,Sulphate,2.7,mg/L,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S05,Bicarbonate,32,mg/L,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S06,Total N,0.14,%,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S07,Assimilable K,186.4,mg/kg,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S08,Assimilable P,10.62,mg/kg,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S09,Soil Organic Matter,3.96,???,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S10,Ratio C:N,16.41,NA,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S11,Sand,60.9,%,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S12,Slime,17.4,%,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S13,Clay,21.7,%,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
NSH12S-20220511-S14,Field capacity,23.02,%,2022-05-11,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,NSH12S-20220511
ASH01S-20220420-S01,pH KCl,5.72,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S02,pH,6.4,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S03,Conductivity,76,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S04,Sulphate,5,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S05,Bicarbonate,22,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S06,Total N,0.09,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S07,Assimilable K,285.56,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S08,Assimilable P,4.81,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S09,Soil Organic Matter,2.88,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S10,Ratio C:N,18.56,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S11,Sand,59.1,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S12,Slime,18.2,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S13,Clay,22.7,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH01S-20220420-S14,Field capacity,26.86,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH01S-20220420
ASH02S-20220420-S01,pH KCl,5.42,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S02,pH,6.6,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S03,Conductivity,214,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S04,Sulphate,6,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S05,Bicarbonate,32,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S06,Total N,0.23,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S07,Assimilable K,432.16,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S08,Assimilable P,13.98,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S09,Soil Organic Matter,6.91,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S10,Ratio C:N,17.43,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S11,Sand,65.2,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S12,Slime,13.1,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S13,Clay,21.7,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH02S-20220420-S14,Field capacity,38.74,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH02S-20220420
ASH03S-20220420-S01,pH KCl,4.92,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S02,pH,6,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S03,Conductivity,121,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S04,Sulphate,8,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S05,Bicarbonate,22,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S06,Total N,0.31,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S07,Assimilable K,397.8,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S08,Assimilable P,0,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S09,Soil Organic Matter,8.98,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S10,Ratio C:N,16.8,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S11,Sand,62.1,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S12,Slime,14.2,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S13,Clay,23.7,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH03S-20220420-S14,Field capacity,44.42,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH03S-20220420
ASH04S-20220420-S01,pH KCl,4.99,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S02,pH,6,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S03,Conductivity,182,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S04,Sulphate,7,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S05,Bicarbonate,27,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S06,Total N,0.34,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S07,Assimilable K,260,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S08,Assimilable P,10.2,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S09,Soil Organic Matter,11.28,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S10,Ratio C:N,19.24,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S11,Sand,68,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S12,Slime,9.1,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S13,Clay,22.9,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH04S-20220420-S14,Field capacity,50.91,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH04S-20220420
ASH05S-20220420-S01,pH KCl,4.75,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S02,pH,5.9,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S03,Conductivity,240,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S04,Sulphate,26,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S05,Bicarbonate,26,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S06,Total N,0.39,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S07,Assimilable K,258.08,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S08,Assimilable P,9.69,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S09,Soil Organic Matter,9.09,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S10,Ratio C:N,13.52,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S11,Sand,66.7,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S12,Slime,9.5,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S13,Clay,23.8,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH05S-20220420-S14,Field capacity,46.9,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH05S-20220420
ASH06S-20220420-S01,pH KCl,5.85,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S02,pH,6.8,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S03,Conductivity,246,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S04,Sulphate,4,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S05,Bicarbonate,127,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S06,Total N,0.12,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S07,Assimilable K,416.46,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S08,Assimilable P,0,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S09,Soil Organic Matter,3.92,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S10,Ratio C:N,18.95,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S11,Sand,62.1,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S12,Slime,12.7,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S13,Clay,25.2,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH06S-20220420-S14,Field capacity,33.88,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH06S-20220420
ASH07S-20220420-S01,pH KCl,5.09,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S02,pH,6.5,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S03,Conductivity,188,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S04,Sulphate,0,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S05,Bicarbonate,93,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S06,Total N,0.21,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S07,Assimilable K,299.32,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S08,Assimilable P,0,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S09,Soil Organic Matter,10.27,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S10,Ratio C:N,28.37,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S11,Sand,69.6,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S12,Slime,8.7,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S13,Clay,21.7,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH07S-20220420-S14,Field capacity,53.03,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH07S-20220420
ASH08S-20220420-S01,pH KCl,5.16,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S02,pH,6.2,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S03,Conductivity,85,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S04,Sulphate,4,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S05,Bicarbonate,32,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S06,Total N,0.24,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S07,Assimilable K,310.34,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S08,Assimilable P,21.06,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S09,Soil Organic Matter,9.17,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S10,Ratio C:N,22.16,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S11,Sand,64.8,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S12,Slime,17.6,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S13,Clay,17.6,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH08S-20220420-S14,Field capacity,38.89,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH08S-20220420
ASH09S-20220420-S01,pH KCl,5.34,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S02,pH,6.6,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S03,Conductivity,93,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S04,Sulphate,0,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S05,Bicarbonate,51,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S06,Total N,0.12,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S07,Assimilable K,380.94,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S08,Assimilable P,0,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S09,Soil Organic Matter,3.98,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S10,Ratio C:N,19.24,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S11,Sand,50.6,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S12,Slime,24.7,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S13,Clay,24.7,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH09S-20220420-S14,Field capacity,28.96,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH09S-20220420
ASH10S-20220420-S01,pH KCl,5.26,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S02,pH,6.6,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S03,Conductivity,233,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S04,Sulphate,5,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S05,Bicarbonate,122,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S06,Total N,0.22,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S07,Assimilable K,363.32,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S08,Assimilable P,11.48,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S09,Soil Organic Matter,9.45,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S10,Ratio C:N,24.92,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S11,Sand,55.9,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S12,Slime,19.6,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S13,Clay,24.5,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH10S-20220420-S14,Field capacity,44.11,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH10S-20220420
ASH11S-20220420-S01,pH KCl,5.81,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH11S-20220420
ASH11S-20220420-S02,pH,6.7,NA,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH11S-20220420
ASH11S-20220420-S03,Conductivity,272,microS/cm,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH11S-20220420
ASH11S-20220420-S04,Sulphate,3.3,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH11S-20220420
ASH11S-20220420-S05,Bicarbonate,143,mg/L,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH11S-20220420
ASH11S-20220420-S06,Total N,0.14,%,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH11S-20220420
ASH11S-20220420-S07,Assimilable K,429.44,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH11S-20220420
ASH11S-20220420-S08,Assimilable P,0,mg/kg,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH11S-20220420
ASH11S-20220420-S09,Soil Organic Matter,4.88,???,2022-04-20,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,ASH11S-20220420
